Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Citations,Article URL
Developmental Science,18, 1,2015,"Words, shape, visual search and visual working memory in 3-year-old children","Catarina Vales, Linda B. Smith",Department of Psychological and Brain Sciences Indiana University USA; Department of Psychological and Brain Sciences Indiana University USA,65-79,PAPERS,https://doi.org/10.1111/desc.12179,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12179,29,https://onlinelibrary.wiley.com/doi/10.1111/desc.12179
Developmental Science,18, 1,2015,Surprise! Infants consider possible bases of generalization for a single input example,"LouAnn Gerken, Colin Dawson, Razanne Chatila, Josh Tenenbaum",Department of Psychology University of Arizona USA; Department of Psychology University of Arizona USA; Department of Psychology University of Arizona USA; Department of Brain and Cognitive Sciences Massachusetts Institute of Technology USA,80-89,PAPERS,https://doi.org/10.1111/desc.12183,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12183,27,https://onlinelibrary.wiley.com/doi/10.1111/desc.12183
Developmental Science,18, 1,2015,Electrophysiological evidence of heterogeneity in visual statistical learning in young children with ASD,"Shafali S. Jeste, Natasha Kirkham, Damla Senturk, Kyle Hasenstab, Catherine Sugar, Chloe Kupelian, Elizabeth Baker, Andrew J. Sanders, Christina Shimizu, Amanda Norona, Tanya Paparella, Stephanny F.N. Freeman, Scott P. Johnson",Department of Psychiatry UCLA Semel Institute of Biobehavioral Sciences USA; Centre for Brain and Cognitive Development Birkbeck University of London UK; Department of Psychiatry UCLA Semel Institute of Biobehavioral Sciences USA; Department of Psychiatry UCLA Semel Institute of Biobehavioral Sciences USA; Department of Psychiatry UCLA Semel Institute of Biobehavioral Sciences USA; Department of Psychiatry UCLA Semel Institute of Biobehavioral Sciences USA; Department of Psychiatry UCLA Semel Institute of Biobehavioral Sciences USA; Department of Psychiatry UCLA Semel Institute of Biobehavioral Sciences USA; Department of Psychiatry UCLA Semel Institute of Biobehavioral Sciences USA; Department of Psychiatry UCLA Semel Institute of Biobehavioral Sciences USA; Department of Psychiatry UCLA Semel Institute of Biobehavioral Sciences USA; Department of Psychiatry UCLA Semel Institute of Biobehavioral Sciences USA; Department of Psychiatry UCLA Semel Institute of Biobehavioral Sciences USA; Department of Psychology University of California Los Angeles USA,90-105,PAPERS,https://doi.org/10.1111/desc.12188,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12188,52,https://onlinelibrary.wiley.com/doi/10.1111/desc.12188
Developmental Science,18, 1,N/A,Neurocognitive mechanisms of learning to read: print tuning in beginning readers related to word-reading fluency and semantics but not phonology,"Aleksandra K. Eberhard-Moscicka, Lea B. Jost, Margit Raith, Urs Maurer",N/A,106-118,PAPERS,https://doi.org/10.1111/desc.12189,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12189,N/A,https://onlinelibrary.wiley.com/doi/10.1111/desc.12189
Developmental Science,18, 1,2015,Tracing children's vocabulary development from preschool through the school-age years: an 8-year longitudinal study,"Shuang Song, Mengmeng Su, Cuiping Kang, Hongyun Liu, Yuping Zhang, Catherine McBride-Chang, Twila Tardif, Hong Li, Weilan Liang, Zhixiang Zhang, Hua Shu",State Key Laboratory of Cognitive Neuroscience and Learning Beijing Normal University China; State Key Laboratory of Cognitive Neuroscience and Learning Beijing Normal University China; State Key Laboratory of Cognitive Neuroscience and Learning Beijing Normal University China; School of Psychology Beijing Normal University China; State Key Laboratory of Cognitive Neuroscience and Learning Beijing Normal University China; Department of Psychology Chengdu Medical College China; Department of Psychology The Chinese University of Hong Kong Hong Kong; Department of Psychology and Center for Human Growth and Development University of Michigan-Ann Arbor USA; School of Psychology Beijing Normal University China; Peking University First Hospital China; Peking University First Hospital China; State Key Laboratory of Cognitive Neuroscience and Learning Beijing Normal University China,119-131,PAPERS,https://doi.org/10.1111/desc.12190,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12190,121,https://onlinelibrary.wiley.com/doi/10.1111/desc.12190
Developmental Science,18, 1,2015,Knowledge cannot explain the developmental growth of working memory capacity,"Nelson Cowan, Timothy J. Ricker, Katherine M. Clark, Garrett A. Hinrichs, Bret A. Glass",Department of Psychological Sciences University of Missouri USA; Department of Psychological Sciences University of Missouri USA; Department of Psychological Sciences University of Missouri USA; Department of Psychological Sciences University of Missouri USA; Department of Psychological Sciences University of Missouri USA,132-145,PAPERS,https://doi.org/10.1111/desc.12197,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12197,47,https://onlinelibrary.wiley.com/doi/10.1111/desc.12197
Developmental Science,18, 1,2015,Sentence repetition is a measure of children's language skills rather than working memory limitations,"Marianne Klem, Monica Melby-Lervåg, Bente Hagtvet, Solveig-Alma Halaas Lyster, Jan-Eric Gustafsson, Charles Hulme",Department of Special Needs Education University of Oslo Norway; Department of Special Needs Education University of Oslo Norway; Department of Special Needs Education University of Oslo Norway; Department of Special Needs Education University of Oslo Norway; Department of Education and Special Education University of Gothenburg Sweden and Centre for Educational Measurement (CEMO) University of Oslo Norway; Department of Special Needs Education University of Oslo Norway; Division of Psychology and Language Sciences University College London UK,146-154,SHORT REPORT,https://doi.org/10.1111/desc.12202,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12202,193,https://onlinelibrary.wiley.com/doi/10.1111/desc.12202
Developmental Science,18, 1,2015,Why the body comes first: effects of experimenter touch on infants' word finding,"Amanda Seidl, Ruth Tincoff, Christopher Baker, Alejandrina Cristia","Speech, Language and Hearing Sciences Purdue University USA; Department of Psychology Bucknell University USA; Speech, Language and Hearing Sciences Purdue University USA; Laboratoire de Sciences Cognitives et Psycholinguistique, Centre National de la Recherche Scientifique ENS-DEC EHESS Paris France",155-164,PAPER,https://doi.org/10.1111/desc.12182,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12182,51,https://onlinelibrary.wiley.com/doi/10.1111/desc.12182
Developmental Science,18, 1,2015,Cross-cultural investigation into cognitive underpinnings of individual differences in early arithmetic,"Maja Rodic, Xinlin Zhou, Tatiana Tikhomirova, Wei Wei, Sergei Malykh, Victoria Ismatulina, Elena Sabirova, Yulia Davidova, Maria Grazia Tosto, Jean-Pascal Lemelin, Yulia Kovas",InLab Department of Psychology Goldsmiths University of London UK; Laboratory for Cognitive Investigations and Behavioural Genetics Tomsk State University Russia; State Key Laboratory of Cognitive Neuroscience and Learning Beijing Normal University China; Institute of Psychology Russian Academy of Sciences Russia; Laboratory for Cognitive Investigations and Behavioural Genetics Tomsk State University Russia; State Key Laboratory of Cognitive Neuroscience and Learning Beijing Normal University China; Psychological Institute Russian Academy of Education Russia; Laboratory for Cognitive Investigations and Behavioural Genetics Tomsk State University Russia; Psychological Institute Russian Academy of Education Russia; Department of Psychology Kyrgyz-Russian Slavic University Kyrgyzstan; Department of Psychology Kyrgyz-Russian Slavic University Kyrgyzstan; InLab Department of Psychology Goldsmiths University of London UK; Laboratory for Cognitive Investigations and Behavioural Genetics Tomsk State University Russia; InLab Department of Psychology Goldsmiths University of London UK; Departement de psychoeducation Universite de Sherbrooke Canada; InLab Department of Psychology Goldsmiths University of London UK; Laboratory for Cognitive Investigations and Behavioural Genetics Tomsk State University Russia,165-174,SHORT REPORTS,https://doi.org/10.1111/desc.12204,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12204,59,https://onlinelibrary.wiley.com/doi/10.1111/desc.12204
Developmental Science,18, 1,N/A,Causal learning from probabilistic events in 24-month-olds: an action measure,"Anna Waismeyer, Andrew N. Meltzoff, Alison Gopnik",N/A,175-182,SHORT REPORTS,https://doi.org/10.1111/desc.12208,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12208,N/A,https://onlinelibrary.wiley.com/doi/10.1111/desc.12208
Developmental Science,18, 2,2015,Issue Information,,N/A,i-ii,ISSUE INFORMATION,https://doi.org/10.1111/desc.12253,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12253,N/A,https://onlinelibrary.wiley.com/doi/10.1111/desc.12253
Developmental Science,18, 2,2015,Numerical representations and intuitions of probabilities at 12 months,"Ernő Téglás, Alexandra Ibanez-Lillo, Albert Costa, Luca L. Bonatti","Cognitive Development Center Central European University Budapest Hungary; Department of Information and Communication Technologies Center for Brain and Cognition, Universitat Pompeu Fabra Barcelona Spain; Cognitive Development Center Central European University Budapest Hungary; ICREA Barcelona Spain; Cognitive Development Center Central European University Budapest Hungary; ICREA Barcelona Spain",183-193,PAPERS,https://doi.org/10.1111/desc.12196,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12196,22,https://onlinelibrary.wiley.com/doi/10.1111/desc.12196
Developmental Science,18, 2,2015,Characterizing the information content of a newly hatched chick's first visual object representation,Justin N. Wood,Department of Psychology University of Southern California USA,194-205,PAPERS,https://doi.org/10.1111/desc.12198,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12198,18,https://onlinelibrary.wiley.com/doi/10.1111/desc.12198
Developmental Science,18, 2,2015,A new twist on old ideas: how sitting reorients crawlers,"Kasey C. Soska, Scott R. Robinson, Karen E. Adolph",Department of Psychology Florida International University USA; Department of Psychology New York University USA; Department of Psychology New York University USA,206-218,PAPERS,https://doi.org/10.1111/desc.12205,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12205,30,https://onlinelibrary.wiley.com/doi/10.1111/desc.12205
Developmental Science,18, 2,2015,Fearful faces drive gaze-cueing and threat bias effects in children on the lookout for danger,"Amy Dawel, Romina Palermo, Richard O'Kearney, Jessica Irons, Elinor McKone",Research School of Psychology The Australian National University Australia; ARC Centre of Excellence in Cognition and its Disorders Australia; Research School of Psychology The Australian National University Australia; ARC Centre of Excellence in Cognition and its Disorders Australia; School of Psychology University of Western Australia Australia; Research School of Psychology The Australian National University Australia; Research School of Psychology The Australian National University Australia; Research School of Psychology The Australian National University Australia; ARC Centre of Excellence in Cognition and its Disorders Australia,219-231,PAPERS,https://doi.org/10.1111/desc.12203,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12203,12,https://onlinelibrary.wiley.com/doi/10.1111/desc.12203
Developmental Science,18, 2,2015,"Two-year-old children but not domestic dogs understand communicative intentions without language, gestures, or gaze","Richard Moore, Bettina Mueller, Juliane Kaminski, Michael Tomasello",Department of Developmental and Comparative Psychology Max Planck Institute for Evolutionary Anthropology Leipzig Germany; Berlin School of Mind and Brain Humboldt-Universität zu Berlin Germany; Department of Developmental and Comparative Psychology Max Planck Institute for Evolutionary Anthropology Leipzig Germany; Department of Developmental and Comparative Psychology Max Planck Institute for Evolutionary Anthropology Leipzig Germany; Department of Psychology University of Portsmouth UK; Department of Developmental and Comparative Psychology Max Planck Institute for Evolutionary Anthropology Leipzig Germany,232-242,PAPERS,https://doi.org/10.1111/desc.12206,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12206,21,https://onlinelibrary.wiley.com/doi/10.1111/desc.12206
Developmental Science,18, 2,2015,Tuning the developing brain to emotional body expressions,"Manuela Missana, Anthony P. Atkinson, Tobias Grossmann",Early Social Development Group Max Planck Institute for Human Cognitive and Brain Sciences Leipzig Germany; Department of Psychology Durham University UK; Early Social Development Group Max Planck Institute for Human Cognitive and Brain Sciences Leipzig Germany,243-253,PAPERS,https://doi.org/10.1111/desc.12209,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12209,33,https://onlinelibrary.wiley.com/doi/10.1111/desc.12209
