Title,DOI,Publication Year,Authors,Article Type,Journal Title,Volume,Issue,Citation Count
Enhanced recognition of memorable pictures in ultra-fast RSVP,https://doi.org/10.3758/s13423-017-1295-7,2018,"['Broers, Nico', 'Potter, Mary C.', 'Nieuwenstein, Mark R.']",Brief Report,Psychonomic Bulletin & Review,25,3,21
The human newborn’s umwelt: Unexplored pathways and perspectives,https://doi.org/10.3758/s13423-017-1293-9,2018,"['André, Vanessa', 'Henry, Séverine', 'Lemasson, Alban', 'Hausberger, Martine', 'Durier, Virginie']",Theoretical Review,Psychonomic Bulletin & Review,25,1,16
The anchoring bias reflects rational use of cognitive resources,https://doi.org/10.3758/s13423-017-1286-8,2018,"['Lieder, Falk', 'Griffiths, Thomas L.', 'M. Huys, Quentin J.', 'Goodman, Noah D.']",Theoretical Review,Psychonomic Bulletin & Review,25,1,103
Lexical selection with competing distractors: Evidence from left temporal lobe lesions,https://doi.org/10.3758/s13423-017-1301-0,2018,"['Piai, Vitória', 'Knight, Robert T.']",Brief Report,Psychonomic Bulletin & Review,25,2,19
The effects of smiling on perceived age defy belief,https://doi.org/10.3758/s13423-017-1306-8,2018,"['Ganel, Tzvi', 'Goodale, Melvyn A.']",Brief Report,Psychonomic Bulletin & Review,25,2,15
Satisfaction in motion: Subsequent search misses are more likely in moving search displays,https://doi.org/10.3758/s13423-017-1300-1,2018,"['Stothart, Cary', 'Clement, Andrew', 'Brockmole, James R.']",Brief Report,Psychonomic Bulletin & Review,25,1,8
Fitting growth curve models in the Bayesian framework,https://doi.org/10.3758/s13423-017-1281-0,2018,"['Oravecz, Zita', 'Muth, Chelsea']",Brief Report,Psychonomic Bulletin & Review,25,1,23
Spatial Updating Strategy Affects the Reference Frame in Path Integration,https://doi.org/10.3758/s13423-017-1307-7,2018,"['He, Qiliang', 'McNamara, Timothy P.']",Brief Report,Psychonomic Bulletin & Review,25,3,25
Concreteness and abstraction in everyday explanation,https://doi.org/10.3758/s13423-017-1299-3,2017,"['Bechlivanidis, Christos', 'Lagnado, David A.', 'Zemla, Jeffrey C.', 'Sloman, Steven']",Brief Report,Psychonomic Bulletin & Review,24,5,N/A
Recognition-induced forgetting does not occur for temporally grouped objects unless they are semantically related,https://doi.org/10.3758/s13423-017-1302-z,2018,"['Maxcey, Ashleigh M.', 'Glenn, Hannah', 'Stansberry, Elisabeth']",Brief Report,Psychonomic Bulletin & Review,25,3,11
What matters when judging intentionality—moral content or normative status? Testing the rational scientist model of the side-effect,https://doi.org/10.3758/s13423-017-1312-x,2018,"['Papadopoulos, C.', 'Hayes, B. K.']",Brief Report,Psychonomic Bulletin & Review,25,3,N/A
From anticipation to integration: the role of integrated action-effects in building sensorimotor contingencies,https://doi.org/10.3758/s13423-017-1308-6,2018,"['Camus, Thomas', 'Hommel, Bernhard', 'Brunel, Lionel', 'Brouillet, Thibaut']",Brief Report,Psychonomic Bulletin & Review,25,3,11
Active Listening Delays Attentional Disengagement and Saccadic Eye Movements,https://doi.org/10.3758/s13423-017-1310-z,2018,"['Lester, Benjamin D.', 'Vecera, Shaun P.']",Brief Report,Psychonomic Bulletin & Review,25,3,4
Direct and indirect effects of multilingualism on novel language learning: An integrative review,https://doi.org/10.3758/s13423-017-1315-7,2018,"['Hirosh, Zoya', 'Degani, Tamar']",Theoretical Review,Psychonomic Bulletin & Review,25,3,100
Systems Factorial Technology provides new insights on the other-race effect,https://doi.org/10.3758/s13423-017-1305-9,2018,"['Yang, Cheng-Ta', 'Fifić, Mario', 'Chang, Ting-Yun', 'Little, Daniel R.']",Brief Report,Psychonomic Bulletin & Review,25,2,9
Feature binding in visual short term memory: A General Recognition Theory analysis,https://doi.org/10.3758/s13423-017-1303-y,2018,"['Fitousi, Daniel']",Article,Psychonomic Bulletin & Review,25,3,8
"Are you mind-wandering, or is your mind on task? The effect of probe framing on mind-wandering reports",https://doi.org/10.3758/s13423-017-1322-8,2018,"['Weinstein, Yana', 'De Lima, Henry J.', 'van der Zee, Tim']",Brief Report,Psychonomic Bulletin & Review,25,2,46
Sociomotor action control,https://doi.org/10.3758/s13423-017-1316-6,2018,"['Kunde, Wilfried', 'Weller, Lisa', 'Pfister, Roland']",Theoretical Review,Psychonomic Bulletin & Review,25,3,40
Forgetting from lapses of sustained attention,https://doi.org/10.3758/s13423-017-1309-5,2018,"['deBettencourt, Megan T.', 'Norman, Kenneth A.', 'Turk-Browne, Nicholas B.']",Brief Report,Psychonomic Bulletin & Review,25,2,67
Filtering visual onsets via habituation: A context-specific long-term memory of irrelevant stimuli,https://doi.org/10.3758/s13423-017-1320-x,2018,"['Turatto, Massimo', 'Bonetti, Francesca', 'Pascucci, David']",Brief Report,Psychonomic Bulletin & Review,25,3,63
A dual memory theory of the testing effect,https://doi.org/10.3758/s13423-017-1298-4,2018,"['Rickard, Timothy C.', 'Pan, Steven C.']",Theoretical Review,Psychonomic Bulletin & Review,25,3,43
Time course of syllabic and sub-syllabic processing in Mandarin word production: Evidence from the picture-word interference paradigm,https://doi.org/10.3758/s13423-017-1325-5,2018,"['Wang, Jie', 'Wong, Andus Wing-Kuen', 'Chen, Hsuan-Chih']",Brief Report,Psychonomic Bulletin & Review,25,3,15
RETRACTED ARTICLE: Unexpected events disrupt visuomotor working memory and increase guessing,https://doi.org/10.3758/s13423-017-1319-3,2018,"['Finzi, R. Dawn', 'Postle, Bradley R.', 'Brady, Timothy F.', 'Aron, Adam R.']",Brief Report,Psychonomic Bulletin & Review,25,2,3
A social Bouba/Kiki effect: A bias for people whose names match their faces,https://doi.org/10.3758/s13423-017-1304-x,2018,"['Barton, David N.', 'Halberstadt, Jamin']",Brief Report,Psychonomic Bulletin & Review,25,3,17
"(Yet) Another chance for good reasoning? A commentary and reply on Pighin, Tentori, and Girotto (2017)",https://doi.org/10.3758/s13423-017-1314-8,2018,"['Brase, Gary L.', 'Pighin, Stefania', 'Tentori, Katya']",Article,Psychonomic Bulletin & Review,25,3,2
Effects of distributional information on categorization of prosodic contours,https://doi.org/10.3758/s13423-017-1332-6,2018,"['Kurumada, Chigusa', 'Brown, Meredith', 'Tanenhaus, Michael K.']",Brief Report,Psychonomic Bulletin & Review,25,3,12
“Compacted” procedures for adults’ simple addition: A review and critique of the evidence,https://doi.org/10.3758/s13423-017-1328-2,2018,"['Chen, Yalin', 'Campbell, Jamie I. D.']",Brief Report,Psychonomic Bulletin & Review,25,2,23
Erratum to: The effect of character contextual diversity on eye movements in Chinese sentence reading,https://doi.org/10.3758/s13423-017-1321-9,2017,"['Chen, Qingrong', 'Zhao, Guoxia', 'Huang, Xin', 'Yang, Yiming', 'Tanenhaus, Michael K.']",Erratum,Psychonomic Bulletin & Review,24,4,N/A
The importance of age-related differences in prospective memory: Evidence from diffusion model analyses,https://doi.org/10.3758/s13423-017-1318-4,2018,"['Ball, B. Hunter', 'Aschenbrenner, Andrew J.']",Brief Report,Psychonomic Bulletin & Review,25,3,21
Dissociating the time courses of the cross-modal semantic priming effects elicited by naturalistic sounds and spoken words,https://doi.org/10.3758/s13423-017-1324-6,2018,"['Chen, Yi-Chuan', 'Spence, Charles']",Brief Report,Psychonomic Bulletin & Review,25,3,18
Can a single model account for both risky choices and inter-temporal choices? Testing the assumptions underlying models of risky inter-temporal choice,https://doi.org/10.3758/s13423-017-1330-8,2018,"['Luckman, Ashley', 'Donkin, Chris', 'Newell, Ben R.']",Brief Report,Psychonomic Bulletin & Review,25,2,12
Reading and lexical-decision tasks generate different patterns of individual variability as a function of condition difficulty,https://doi.org/10.3758/s13423-017-1335-3,2018,"['Zoccolotti, Pierluigi', 'De Luca, Maria', 'Di Filippo, Gloria', 'Marinelli, Chiara Valeria', 'Spinelli, Donatella']",Brief Report,Psychonomic Bulletin & Review,25,3,7
Effector system-specific sequential modulations of congruency effects,https://doi.org/10.3758/s13423-017-1311-y,2018,"['Janczyk, Markus', 'Leuthold, Hartmut']",Brief Report,Psychonomic Bulletin & Review,25,3,24
Intensity dependence in high-level facial expression adaptation aftereffect,https://doi.org/10.3758/s13423-017-1336-2,2018,"['Hong, Sang Wook', 'Yoon, K. Lira']",Brief Report,Psychonomic Bulletin & Review,25,3,6
Partition dependence in consumer choice: Perceptual groupings do not reliably shape decisions,https://doi.org/10.3758/s13423-017-1326-4,2018,"['Reichelson, Sheri', 'Zax, Alexandra', 'Bass, Ilona', 'Patalano, Andrea L.', 'Barth, Hilary C.']",Brief Report,Psychonomic Bulletin & Review,25,3,5
Release from PI: An analysis and a model,https://doi.org/10.3758/s13423-017-1327-3,2018,"['Mewhort, D. J. K.', 'Shabahang, Kevin D.', 'Franklin, D. R. J.']",Theoretical Review,Psychonomic Bulletin & Review,25,3,22
How to become a Bayesian in eight easy steps: An annotated reading list,https://doi.org/10.3758/s13423-017-1317-5,2018,"['Etz, Alexander', 'Gronau, Quentin F.', 'Dablander, Fabian', 'Edelsbrunner, Peter A.', 'Baribault, Beth']",Brief Report,Psychonomic Bulletin & Review,25,1,57
Attentional weights in vision as products of spatial and nonspatial components,https://doi.org/10.3758/s13423-017-1337-1,2018,"['Nordfang, Maria', 'Staugaard, Camilla', 'Bundesen, Claus']",Brief Report,Psychonomic Bulletin & Review,25,3,6
Bayesian techniques for analyzing group differences in the Iowa Gambling Task: A case study of intuitive and deliberate decision-makers,https://doi.org/10.3758/s13423-017-1331-7,2018,"['Steingroever, Helen', 'Pachur, Thorsten', 'Šmíra, Martin', 'Lee, Michael D.']",Theoretical Review,Psychonomic Bulletin & Review,25,3,16
The role of visual experience in the production of emotional facial expressions by blind people: a review,https://doi.org/10.3758/s13423-017-1338-0,2018,"['Valente, Dannyelle', 'Theurel, Anne', 'Gentaz, Edouard']",Theoretical Review,Psychonomic Bulletin & Review,25,2,39
Direct and indirect effects of age on interoceptive accuracy and awareness across the adult lifespan,https://doi.org/10.3758/s13423-017-1339-z,2018,"['Murphy, Jennifer', 'Geary, Hayley', 'Millgate, Edward', 'Catmur, Caroline', 'Bird, Geoffrey']",Brief Report,Psychonomic Bulletin & Review,25,3,91
Bayesian inference for psychology. Part II: Example applications with JASP,https://doi.org/10.3758/s13423-017-1323-7,2018,"['Wagenmakers, Eric-Jan', 'Love, Jonathon', 'Marsman, Maarten', 'Jamil, Tahira', 'Ly, Alexander', 'Verhagen, Josine', 'Selker, Ravi', 'Gronau, Quentin F.', 'Dropmann, Damian', 'Boutin, Bruno', 'Meerhoff, Frans', 'Knight, Patrick', 'Raj, Akash', 'van Kesteren, Erik-Jan', 'van Doorn, Johnny', 'Šmíra, Martin', 'Epskamp, Sacha', 'Etz, Alexander', 'Matzke, Dora', 'de Jong, Tim', 'van den Bergh, Don', 'Sarafoglou, Alexandra', 'Steingroever, Helen', 'Derks, Koen', 'Rouder, Jeffrey N.', 'Morey, Richard D.']",Brief Report,Psychonomic Bulletin & Review,25,1,1588
NEVER forget: negative emotional valence enhances recapitulation,https://doi.org/10.3758/s13423-017-1313-9,2018,"['Bowen, Holly J.', 'Kark, Sarah M.', 'Kensinger, Elizabeth A.']",Theoretical Review,Psychonomic Bulletin & Review,25,3,129
Summation of visual attributes in auditory–visual crossmodal correspondences,https://doi.org/10.3758/s13423-016-1215-2,2017,"['Jonas, Clare', 'Spiller, Mary Jane', 'Hibbard, Paul']",Brief Report,Psychonomic Bulletin & Review,24,4,16
Quantifying the psychological value of goal achievement,https://doi.org/10.3758/s13423-017-1329-1,2018,"['Ballard, Timothy', 'Farrell, Simon', 'Neal, Andrew']",Brief Report,Psychonomic Bulletin & Review,25,3,5
Explanation-based learning in infancy,https://doi.org/10.3758/s13423-017-1334-4,2017,"['Baillargeon, Renée', 'DeJong, Gerald F.']",Article,Psychonomic Bulletin & Review,24,5,28
Erratum to: Release from PI: An analysis and a model,https://doi.org/10.3758/s13423-017-1352-2,2017,"['Mewhort, D. J. K.', 'Shabahang, Kevin D.', 'Franklin, D. R. J.']",Erratum,Psychonomic Bulletin & Review,24,6,N/A
Participant Nonnaiveté and the reproducibility of cognitive psychology,https://doi.org/10.3758/s13423-017-1348-y,2018,"['Zwaan, Rolf A.', 'Pecher, Diane', 'Paolacci, Gabriele', 'Bouwmeester, Samantha', 'Verkoeijen, Peter', 'Dijkstra, Katinka', 'Zeelenberg, René']",Brief Report,Psychonomic Bulletin & Review,25,5,57
"Mind, rationality, and cognition: An interdisciplinary debate",https://doi.org/10.3758/s13423-017-1333-5,2018,"['Chater, Nick', 'Felin, Teppo', 'Funder, David C.', 'Gigerenzer, Gerd', 'Koenderink, Jan J.', 'Krueger, Joachim I.', 'Noble, Denis', 'Nordli, Samuel A.', 'Oaksford, Mike', 'Schwartz, Barry', 'Stanovich, Keith E.', 'Todd, Peter M.']",Article,Psychonomic Bulletin & Review,25,2,50
Acquisition of habitual visual attention and transfer to related tasks,https://doi.org/10.3758/s13423-017-1341-5,2018,"['Salovich, Nikita A.', 'Remington, Roger W.', 'Jiang, Yuhong V.']",Brief Report,Psychonomic Bulletin & Review,25,3,26
Time-varying decision boundaries: insights from optimality analysis,https://doi.org/10.3758/s13423-017-1340-6,2018,"['Malhotra, Gaurav', 'Leslie, David S.', 'Ludwig, Casimir J. H.', 'Bogacz, Rafal']",Theoretical Review,Psychonomic Bulletin & Review,25,3,43
A meta-analysis of the survival-processing advantage in memory,https://doi.org/10.3758/s13423-017-1346-0,2018,"['Scofield, John E.', 'Buchanan, Erin M.', 'Kostic, Bogdan']",Article,Psychonomic Bulletin & Review,25,3,37
Causal learning is collaborative: Examining explanation and exploration in social contexts,https://doi.org/10.3758/s13423-017-1351-3,2017,"['Legare, Cristine H.', 'Sobel, David M.', 'Callanan, Maureen']",Brief Report,Psychonomic Bulletin & Review,24,5,44
A Bayesian perspective on Likert scales and central tendency,https://doi.org/10.3758/s13423-017-1344-2,2018,"['Douven, Igor']",Brief Report,Psychonomic Bulletin & Review,25,3,66
A safety mechanism for observational learning,https://doi.org/10.3758/s13423-017-1355-z,2018,"['Badets, Arnaud', 'Boutin, Arnaud', 'Michelet, Thomas']",Brief Report,Psychonomic Bulletin & Review,25,2,7
Is he important to me? Source memory advantage for personally relevant cheaters,https://doi.org/10.3758/s13423-017-1345-1,2018,"['Kroneisen, Meike']",Brief Report,Psychonomic Bulletin & Review,25,3,13
"Response biases in simple decision making: Faster decision making, faster response execution, or both?",https://doi.org/10.3758/s13423-017-1358-9,2018,"['Starns, Jeffrey J.', 'Ma, Qiuli']",Brief Report,Psychonomic Bulletin & Review,25,4,7
Word predictability affects saccade length in Chinese reading: An evaluation of the dynamic-adjustment model,https://doi.org/10.3758/s13423-017-1357-x,2018,"['Liu, Yanping', 'Guo, Siyuan', 'Yu, Lei', 'Reichle, Erik D.']",Brief Report,Psychonomic Bulletin & Review,25,5,20
A contrastive account of explanation generation,https://doi.org/10.3758/s13423-017-1349-x,2017,"['Chin-Parker, Seth', 'Bradner, Alexandra']",Brief Report,Psychonomic Bulletin & Review,24,5,7
When your mind skips what your eyes fixate: How forced fixations lead to comprehension illusions in reading,https://doi.org/10.3758/s13423-017-1356-y,2018,"['Schotter, Elizabeth R.', 'Leinenger, Mallorie', 'von der Malsburg, Titus']",Brief Report,Psychonomic Bulletin & Review,25,5,19
Bayesian inference for psychology. Part I: Theoretical advantages and practical ramifications,https://doi.org/10.3758/s13423-017-1343-3,2018,"['Wagenmakers, Eric-Jan', 'Marsman, Maarten', 'Jamil, Tahira', 'Ly, Alexander', 'Verhagen, Josine', 'Love, Jonathon', 'Selker, Ravi', 'Gronau, Quentin F.', 'Šmíra, Martin', 'Epskamp, Sacha', 'Matzke, Dora', 'Rouder, Jeffrey N.', 'Morey, Richard D.']",Article,Psychonomic Bulletin & Review,25,1,923
Dissociable learning processes in comparative psychology,https://doi.org/10.3758/s13423-017-1353-1,2018,"['Smith, J. David', 'Church, Barbara A.']",Theoretical Review,Psychonomic Bulletin & Review,25,5,21
Ability and sex differences in spatial thinking: What does the mental rotation test really measure?,https://doi.org/10.3758/s13423-017-1347-z,2018,"['Hegarty, Mary']",Brief Report,Psychonomic Bulletin & Review,25,3,71
The Generality of Dynamic Adjustments in Decision Processes across Trials and Tasks,https://doi.org/10.3758/s13423-017-1359-8,2018,"['Aschenbrenner, Andrew J.', 'Yap, Melvin J.', 'Balota, David A.']",Brief Report,Psychonomic Bulletin & Review,25,5,2
Five mechanisms of sound symbolic association,https://doi.org/10.3758/s13423-017-1361-1,2018,"['Sidhu, David M.', 'Pexman, Penny M.']",Theoretical Review,Psychonomic Bulletin & Review,25,5,137
