Title,Article URL,Authors,PDF Link,Article Type
"The aftermath of destruction: Images of destroyed buildings increase support for war, dogmatism, and death thought accessibility",https://www.sciencedirect.com/science/article/pii/S0022103112000856,"Kenneth E. Vail, Jamie Arndt, Matt Motyl, Tom Pyszczynski",https://www.sciencedirect.com/science/article/pii/S0022103112000856/pdfft?md5=24101b253ea4ebe5406ee60ff1dc938a&pid=1-s2.0-S0022103112000856-main.pdf,Research article
Do negative implicit associations indicate negative attitudes? Social explanations moderate whether ostensible “negative” associations are prejudice-based or empathy-based,https://www.sciencedirect.com/science/article/pii/S002210311200087X,"Michael R. Andreychik, Michael J. Gill",https://www.sciencedirect.com/science/article/pii/S002210311200087X/pdfft?md5=1c1360f26989e18a3802c5996cbec62f&pid=1-s2.0-S002210311200087X-main.pdf,Research article
The effects of winning and losing on perceived group variability,https://www.sciencedirect.com/science/article/pii/S0022103112000546,"Constantina Badea, Markus Brauer, Mark Rubin",https://www.sciencedirect.com/science/article/pii/S0022103112000546/pdfft?md5=e2d665544197b56e507c3b34ad5b889b&pid=1-s2.0-S0022103112000546-main.pdf,Short communication
When local processing increases the appeal of healthy options,https://www.sciencedirect.com/science/article/pii/S0022103112000583,"Michelle vanDellen, Matthew Sanders, Gráinne M. Fitzsimons",https://www.sciencedirect.com/science/article/pii/S0022103112000583/pdfft?md5=16e45a9ffbb398594d8d670d8a1e6ca0&pid=1-s2.0-S0022103112000583-mainext.pdf,Short communication
Revenge without responsibility? Judgments about collective punishment in baseball,https://www.sciencedirect.com/science/article/pii/S0022103112000595,"Fiery Cushman, A.J. Durwin, Chaz Lively",https://www.sciencedirect.com/science/article/pii/S0022103112000595/pdfft?md5=07f28e3ec7304deea4313b0aa3892363&pid=1-s2.0-S0022103112000595-main.pdf,Short communication
Racism leads to pushups: How racial discrimination threatens subordinate men's masculinity,https://www.sciencedirect.com/science/article/pii/S0022103112000637,"Phillip Atiba Goff, Brooke Allison Lewis Di Leone, Kimberly Barsamian Kahn",https://www.sciencedirect.com/science/article/pii/S0022103112000637/pdfft?md5=51dd3a3408a0894e682ceded66b17729&pid=1-s2.0-S0022103112000637-main.pdf,Short communication
“If only I could stop generating counterfactual thoughts”: When counterfactual thinking interferes with academic performance,https://www.sciencedirect.com/science/article/pii/S0022103112000650,"John V. Petrocelli, Catherine E. Seta, John J. Seta, Lauren B. Prince",https://www.sciencedirect.com/science/article/pii/S0022103112000650/pdfft?md5=327e500c06e240ee398436cf75fc2d9b&pid=1-s2.0-S0022103112000650-main.pdf,Short communication
Male pragmatism in negotiators’ ethical reasoning,https://www.sciencedirect.com/science/article/pii/S0022103112000716,"Laura J. Kray, Michael P. Haselhuhn",https://www.sciencedirect.com/science/article/pii/S0022103112000716/pdfft?md5=7642eca4a0ac4a8ea00df8dcd091bc2b&pid=1-s2.0-S0022103112000716-main.pdf,Short communication
The relational versus collective “We” and intergroup allocation: The role of nested group categorization,https://www.sciencedirect.com/science/article/pii/S002210311200073X,"Sujin Lee, Wendi L. Adair, Elizabeth A. Mannix, Junha Kim",https://www.sciencedirect.com/science/article/pii/S002210311200073X/pdfft?md5=1db495df1d4690b3997ebc9dc0b7f25b&pid=1-s2.0-S002210311200073X-main.pdf,Short communication
The feedback withholding bias: Minority students do not receive critical feedback from evaluators concerned about appearing racist,https://www.sciencedirect.com/science/article/pii/S0022103112000753,"Alyssa Croft, Toni Schmader",https://www.sciencedirect.com/science/article/pii/S0022103112000753/pdfft?md5=6fd0dc9aa7298e828e35e5faa3de4ae7&pid=1-s2.0-S0022103112000753-main.pdf,Short communication
Sharing differences: The inductive route to social identity formation,https://www.sciencedirect.com/science/article/pii/S0022103112000789,"Lise Jans, Tom Postmes, Karen I. Van der Zee",https://www.sciencedirect.com/science/article/pii/S0022103112000789/pdfft?md5=21f2a08b0935915f4e56d220aa9ae5a8&pid=1-s2.0-S0022103112000789-main.pdf,Short communication
Getting a word in group-wise: Effects of racial diversity on gender dynamics,https://www.sciencedirect.com/science/article/pii/S0022103112000807,"Negin R. Toosi, Samuel R. Sommers, Nalini Ambady",https://www.sciencedirect.com/science/article/pii/S0022103112000807/pdfft?md5=9910609c6db64c2f8e1957aa55a69940&pid=1-s2.0-S0022103112000807-main.pdf,Short communication
Deliberation versus intuition: Global versus local processing in judgment and choice,https://www.sciencedirect.com/science/article/pii/S0022103112000820,"Koen A. Dijkstra, Joop van der Pligt, Gerben A. van Kleef, José H. Kerstholt",https://www.sciencedirect.com/science/article/pii/S0022103112000820/pdfft?md5=66019e296454025be97bfd642c72579c&pid=1-s2.0-S0022103112000820-main.pdf,Short communication
Failure is not an option for Black women: Effects of organizational performance on leaders with single versus dual-subordinate identities,https://www.sciencedirect.com/science/article/pii/S0022103112000832,"Ashleigh Shelby Rosette, Robert W. Livingston",https://www.sciencedirect.com/science/article/pii/S0022103112000832/pdfft?md5=9e857e07a9bfb6048f1b4a9eb18098cf&pid=1-s2.0-S0022103112000832-main.pdf,Short communication
Interracial roommate relationships: A mechanism for promoting sense of belonging at university and academic performance,https://www.sciencedirect.com/science/article/pii/S0022103112000868,"Natalie J. Shook, Russ Clay",https://www.sciencedirect.com/science/article/pii/S0022103112000868/pdfft?md5=0491f90bf3350a377b570beba9900d42&pid=1-s2.0-S0022103112000868-main.pdf,Short communication
The dangers of dating the “bad boy” (or girl): When does romantic desire encourage us to take on the negative qualities of potential partners?,https://www.sciencedirect.com/science/article/pii/S0022103112000881,"Erica B. Slotter, Wendi L. Gardner",https://www.sciencedirect.com/science/article/pii/S0022103112000881/pdfft?md5=ee2efbe2185214ad848b05119c1bd0ec&pid=1-s2.0-S0022103112000881-main.pdf,Short communication
Improving communicative understanding: The benefits of global processing,https://www.sciencedirect.com/science/article/pii/S0022103112000522,"Karl-Andrew Woltin, Olivier Corneille, Vincent Y. Yzerbyt",https://www.sciencedirect.com/science/article/pii/S0022103112000522/pdfft?md5=f21d4980aa01c2be19eac27e350a2093&pid=1-s2.0-S0022103112000522-main.pdf,Short communication
"Too fatigued to care: Ego depletion, guilt, and prosocial behavior",https://www.sciencedirect.com/science/article/pii/S0022103112000558,"Hanyi Xu, Laurent Bègue, Brad J. Bushman",https://www.sciencedirect.com/science/article/pii/S0022103112000558/pdfft?md5=47061de9f7f17934456b211a6865679b&pid=1-s2.0-S0022103112000558-main.pdf,Short communication
"Flies on the wall are less aggressive: Self-distancing “in the heat of the moment” reduces aggressive thoughts, angry feelings and aggressive behavior",https://www.sciencedirect.com/science/article/pii/S0022103112000601,"Dominik Mischkowski, Ethan Kross, Brad J. Bushman",https://www.sciencedirect.com/science/article/pii/S0022103112000601/pdfft?md5=573460e4b4e260dbc1d1dfefd4a69e0d&pid=1-s2.0-S0022103112000601-main.pdf,Short communication
Does social support reduce distress caused by ostracism? It depends on the level of one's self-esteem,https://www.sciencedirect.com/science/article/pii/S0022103112000625,"Fei Teng, Zhansheng Chen",https://www.sciencedirect.com/science/article/pii/S0022103112000625/pdfft?md5=0d6757415afec35dcbabdeac3a08bef6&pid=1-s2.0-S0022103112000625-main.pdf,Short communication
The present projects past behavior into the future while the past projects attitudes into the future: How verb tense moderates predictors of drinking intentions,https://www.sciencedirect.com/science/article/pii/S0022103112000662,"Pilar Carrera, Dolores Muñoz, Amparo Caballero, Itziar Fernández, Dolores Albarracín",https://www.sciencedirect.com/science/article/pii/S0022103112000662/pdfft?md5=456919fa8d176ae1de5c4bb46bbe982d&pid=1-s2.0-S0022103112000662-main.pdf,Short communication
Looking at the actor's face: Identity cues and attentional focus in false memories of action performance from observation,https://www.sciencedirect.com/science/article/pii/S0022103112000686,"Cécile Schain, Isabel Lindner, Frauke Beck, Gerald Echterhoff",https://www.sciencedirect.com/science/article/pii/S0022103112000686/pdfft?md5=d6b0ed648b89f139713a56a3b1ba26bc&pid=1-s2.0-S0022103112000686-main.pdf,Short communication
In competitive interaction displays of red increase actors' competitive approach and perceivers' withdrawal,https://www.sciencedirect.com/science/article/pii/S0022103112000698,"Femke S. Ten Velden, Matthijs Baas, Shaul Shalvi, Paul T.Y. Preenen, Carsten K.W. De Dreu",https://www.sciencedirect.com/science/article/pii/S0022103112000698/pdfft?md5=f855d36a355a75ee2c5f96839ba49d3f&pid=1-s2.0-S0022103112000698-main.pdf,Short communication
Building blocks of bias: Gender composition predicts male and female group members’ evaluations of each other and the group,https://www.sciencedirect.com/science/article/pii/S0022103112000777,"Tessa V. West, Madeline E. Heilman, Lindy Gullett, Corinne A. Moss-Racusin, Joe C. Magee",https://www.sciencedirect.com/science/article/pii/S0022103112000777/pdfft?md5=36f0ef09be5bfcab24b6f56347c378b5&pid=1-s2.0-S0022103112000777-main.pdf,Short communication
The influence of mere social presence on Stroop interference: New evidence from the semantically-based Stroop task,https://www.sciencedirect.com/science/article/pii/S0022103112000790,"Maria Augustinova, Ludovic Ferrand",https://www.sciencedirect.com/science/article/pii/S0022103112000790/pdfft?md5=6727cca8a096ad3a39773b292adfa827&pid=1-s2.0-S0022103112000790-main.pdf,Short communication
General attainability beliefs moderate the motivational effects of counterfactual thinking,https://www.sciencedirect.com/science/article/pii/S0022103112000819,"Elizabeth A. Dyczewski, Keith D. Markman",https://www.sciencedirect.com/science/article/pii/S0022103112000819/pdfft?md5=1cf54174fc56ecb15f90f931676d196c&pid=1-s2.0-S0022103112000819-main.pdf,Short communication
When gift-giving produces dissonance: Effects of subliminal affiliation priming on choices for one's self versus close others,https://www.sciencedirect.com/science/article/pii/S0022103112000935,"Sasha Y. Kimel, Igor Grossmann, Shinobu Kitayama",https://www.sciencedirect.com/science/article/pii/S0022103112000935/pdfft?md5=f0c2ccaf86250e712463df089ca157ef&pid=1-s2.0-S0022103112000935-mainext.pdf,Short communication
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0022103112001588,,https://www.sciencedirect.com/science/article/pii/S0022103112001588/pdfft?md5=1e48857b64b66e5becd17fc97d73155d&pid=1-s2.0-S0022103112001588-main.pdf,N/A
SCIVERSE_HUB,https://www.sciencedirect.com/science/article/pii/S002210311200159X,,https://www.sciencedirect.com/science/article/pii/S002210311200159X/pdfft?md5=1030db892fda09529427ffd3297b4846&pid=1-s2.0-S002210311200159X-main.pdf,N/A
Why did you choose that person over me? Ingroup rejection and attributions to discrimination,https://www.sciencedirect.com/science/article/pii/S0022103112000728,"Laurie T. O'Brien, Brenda Major, Stefanie Simon",https://www.sciencedirect.com/science/article/pii/S0022103112000728/pdfft?md5=5bb045c8b6571dcf23e2b5d024efd4e8&pid=1-s2.0-S0022103112000728-main.pdf,Research article
Subjectivity uncertainty theory of objectification: Compensating for uncertainty about how to positively relate to others by downplaying their subjective attributes,https://www.sciencedirect.com/science/article/pii/S0022103112000844,"Mark J. Landau, Daniel Sullivan, Lucas A. Keefer, Zachary K. Rothschild, Mark R. Osman",https://www.sciencedirect.com/science/article/pii/S0022103112000844/pdfft?md5=9a4cd2b41a0f001e379e306168f6ce88&pid=1-s2.0-S0022103112000844-main.pdf,Research article
What I infer depends on who you are: The influence of stereotypes on trait and situational spontaneous inferences,https://www.sciencedirect.com/science/article/pii/S002210311200090X,"Tânia Ramos, Leonel Garcia-Marques, David L. Hamilton, Mário Ferreira, Kaat Van Acker",https://www.sciencedirect.com/science/article/pii/S002210311200090X/pdfft?md5=60f868813187a51a9351f9dd24874c42&pid=1-s2.0-S002210311200090X-main.pdf,Research article
Implicit open-mindedness: Evidence for and limits on stereotype malleability,https://www.sciencedirect.com/science/article/pii/S0022103112000947,"Ana Sofia Santos, Leonel Garcia-Marques, Diane M. Mackie, Mário B. Ferreira, ... Sérgio Moreira",https://www.sciencedirect.com/science/article/pii/S0022103112000947/pdfft?md5=d635550d4d709880b5332f78b90994dd&pid=1-s2.0-S0022103112000947-main.pdf,Research article
Long-term reduction in implicit race bias: A prejudice habit-breaking intervention,https://www.sciencedirect.com/science/article/pii/S0022103112001369,"Patricia G. Devine, Patrick S. Forscher, Anthony J. Austin, William T.L. Cox",https://www.sciencedirect.com/science/article/pii/S0022103112001369/pdfft?md5=779e1a202956a6ad3688e3cabaedbb7a&pid=1-s2.0-S0022103112001369-main.pdf,Research article
Gradual escalation: The role of continuous commitments in perceptions of guilt,https://www.sciencedirect.com/science/article/pii/S0022103112001400,"Kimberly A. Hartson, David K. Sherman",https://www.sciencedirect.com/science/article/pii/S0022103112001400/pdfft?md5=ae9ff35a553d7adbbf77bc28ee2ee125&pid=1-s2.0-S0022103112001400-main.pdf,Research article
Complete anonymity compromises the accuracy of self-reports,https://www.sciencedirect.com/science/article/pii/S0022103112001321,"Yphtach Lelkes, Jon A. Krosnick, David M. Marx, Charles M. Judd, Bernadette Park",https://www.sciencedirect.com/science/article/pii/S0022103112001321/pdfft?md5=8c1b506207750fe253d6fd4df37fd9f9&pid=1-s2.0-S0022103112001321-main.pdf,Research article
Compensatory nonconformity: Self-uncertainty and low implicit self-esteem increase adoption and expression of minority opinions,https://www.sciencedirect.com/science/article/pii/S0022103112001382,"Kimberly Rios, S. Christian Wheeler, Dale T. Miller",https://www.sciencedirect.com/science/article/pii/S0022103112001382/pdfft?md5=671f407219327d46b70c3f531c4d444d&pid=1-s2.0-S0022103112001382-main.pdf,Research article
System justifying functions of myths that exaggerate the emotional rewards of parenthood,https://www.sciencedirect.com/science/article/pii/S0022103112000911,"Richard P. Eibach, Steven E. Mock",https://www.sciencedirect.com/science/article/pii/S0022103112000911/pdfft?md5=2b161180335486b69798defc86f7376e&pid=1-s2.0-S0022103112000911-main.pdf,Short communication
"When feeling right leads to being right in the reporting of implicitly-formed attitudes, or how I learned to stop worrying and trust my gut",https://www.sciencedirect.com/science/article/pii/S0022103112000893,"Richard V. Kendrick, Michael A. Olson",https://www.sciencedirect.com/science/article/pii/S0022103112000893/pdfft?md5=ad3c0394baf5ec0d74f90323829a9c5b&pid=1-s2.0-S0022103112000893-main.pdf,Short communication
